Player,PPG,APG,RPG,SPG,BPG,G
Dyson Daniels 22 23,3.847457627,2.271186441,3.186440678,0.728813559,0.186440678,59
Daishen Nix 22 23,3.964912281,2.315789474,1.719298246,0.543859649,0.122807018,57
Usman Garuba 22 23,3,0.853333333,4.093333333,0.586666667,0.386666667,75
Darius Bazley 22 23,5.209302326,0.88372093,3.209302326,0.511627907,0.790697674,43
Miles McBride 22 23,3.46875,1.125,0.78125,0.578125,0.125,64
Svi Mykhailiuk 22 23,6.9375,1.65625,1.65625,0.46875,0.125,32
Maxi Kleber 22 23,5.945945946,1.405405405,3.648648649,0.324324324,0.810810811,37
Jabari Walker 22 23,3.857142857,0.607142857,2.339285714,0.178571429,0.232142857,56
Lindy Waters III 22 23,5.219512195,0.682926829,1.829268293,0.341463415,0.268292683,41
Ziaire Williams 22 23,5.675675676,0.945945946,2.135135135,0.378378378,0.162162162,37
Davis Bertans 22 23,4.577777778,0.466666667,1.177777778,0.244444444,0.177777778,45
Dean Wade 22 23,4.681818182,0.840909091,3.409090909,0.636363636,0.477272727,44
Justin Holiday 22 23,4.456521739,0.891304348,1.195652174,0.413043478,0.413043478,46
Charles Bassey 22 23,5.685714286,1.371428571,5.514285714,0.457142857,0.942857143,35
DeAndre Jordan 22 23,5.102564103,0.871794872,5.179487179,0.307692308,0.58974359,39
Dewayne Dedmon 22 23,5.236842105,0.684210526,3.526315789,0.236842105,0.5,38
Justise Winslow 22 23,6.75862069,3.379310345,5,1.034482759,0.379310345,29
Anthony Gill 22 23,3.305084746,0.576271186,1.677966102,0.118644068,0.203389831,59
Caleb Houstan 22 23,3.784313725,0.588235294,1.941176471,0.235294118,0.137254902,51
Ousmane Dieng 22 23,4.948717949,1.179487179,2.692307692,0.358974359,0.179487179,39
James Bouknight 22 23,5.617647059,1.205882353,2.117647059,0.411764706,0.147058824,34
Keon Johnson 22 23,4.725,1.475,1.1,0.475,0.15,40
JaVale McGee 22 23,4.428571429,0.261904762,2.547619048,0.095238095,0.619047619,42
Blake Wesley 22 23,4.972972973,2.648648649,2.216216216,0.675675676,0.135135135,37
Rodney McGruder 22 23,5.71875,0.875,2.3125,0.5,0.03125,32
Christian Koloko 22 23,3.137931034,0.534482759,2.948275862,0.362068966,0.982758621,58
Luka Garza 22 23,6.464285714,0.642857143,2.25,0.107142857,0.071428571,28
Wesley Matthews 22 23,3.442307692,0.653846154,2.173076923,0.384615385,0.25,52
Jericho Sims 22 23,3.423076923,0.480769231,4.653846154,0.288461538,0.538461538,52
Stanley Johnson 22 23,5.8,2.233333333,3.166666667,0.533333333,0.2,30
Amir Coffey 22 23,3.44,1.06,1.06,0.14,0.1,50
Isaiah Roby 22 23,4.095238095,0.904761905,2.571428571,0.428571429,0.166666667,42
Ricky Rubio 22 23,5.181818182,3.484848485,2.121212121,0.787878788,0.181818182,33
Blake Griffin 22 23,4.146341463,1.487804878,3.780487805,0.341463415,0.219512195,41
Taj Gibson 22 23,3.428571429,0.693877551,1.897959184,0.306122449,0.244897959,49
Goga Bitadze 22 23,4.394736842,1.026315789,3.605263158,0.421052632,0.684210526,38
Evan Fournier 22 23,6.111111111,1.333333333,1.814814815,0.592592593,0.111111111,27
Javonte Green 22 23,5.15625,0.71875,2.75,0.75,0.65625,32
Julian Champagnie 22 23,9.705882353,0.588235294,3.529411765,0.352941176,0.294117647,17
Johnny Davis 22 23,5.821428571,1,2.321428571,0.357142857,0.285714286,28
Jordan McLaughlin 22 23,3.744186047,3.441860465,1.441860465,0.744186047,0.093023256,43
Kai Jones 22 23,3.413043478,0.326086957,2.673913043,0.369565217,0.652173913,46
Raul Neto 22 23,3.270833333,1.645833333,0.958333333,0.354166667,0.083333333,48
Admiral Schofield 22 23,4.189189189,0.837837838,1.675675676,0.216216216,0.135135135,37
Juan Toscano-Anderson 22 23,2.980769231,1.25,2.384615385,0.307692308,0.192307692,52
Moses Brown 22 23,4.305555556,0.111111111,3.861111111,0.111111111,0.388888889,36
AJ Green 22 23,4.4,0.628571429,1.285714286,0.171428571,0,35
Bruno Fernando 22 23,3.923076923,0.794871795,3.512820513,0.153846154,0.871794872,39
Derrick Rose 22 23,5.62962963,1.703703704,1.481481481,0.259259259,0.185185185,27
Saben Lee 22 23,6.04,2.68,1.8,0.76,0.04,25
TyTy Washington Jr. 22 23,4.677419355,1.516129032,1.451612903,0.483870968,0.064516129,31
Brandon Boston Jr. 22 23,6.5,0.909090909,1.363636364,0.409090909,0,22
Dalano Banton 22 23,4.580645161,1.161290323,1.451612903,0.419354839,0.419354839,31
Damian Jones 22 23,3.463414634,0.365853659,2.975609756,0.195121951,0.512195122,41
Kevon Harris 22 23,4.147058824,0.470588235,2.058823529,0.5,0.147058824,34
Furkan Korkmaz 22 23,3.783783784,0.594594595,1.135135135,0.27027027,0.081081081,37
Nathan Knight 22 23,3.657894737,0.342105263,1.473684211,0.263157895,0.157894737,38
Frank Ntilikina 22 23,2.872340426,1.234042553,1.319148936,0.340425532,0.14893617,47
Markieff Morris 22 23,3.771428571,0.885714286,2.028571429,0.257142857,0.142857143,35
Richaun Holmes 22 23,3.095238095,0.214285714,1.904761905,0.071428571,0.261904762,42
Chuma Okeke 22 23,4.740740741,1.37037037,3.555555556,0.703703704,0.407407407,27
Max Christie 22 23,3.12195122,0.512195122,1.829268293,0.219512195,0.170731707,41
Udoka Azubuike 22 23,3.472222222,0.305555556,3.305555556,0.166666667,0.416666667,36
Jae Crowder 22 23,6.888888889,1.5,3.833333333,0.666666667,0.333333333,18
Juancho Hernangomez 22 23,2.904761905,0.595238095,2.928571429,0.380952381,0.142857143,42
Matt Ryan 22 23,3.588235294,0.470588235,0.764705882,0.147058824,0.029411765,34
Patrick Baldwin Jr. 22 23,3.935483871,0.35483871,1.290322581,0.193548387,0.129032258,31
Gorgui Dieng 22 23,3.903225806,1.709677419,3.451612903,0.129032258,0.451612903,31
Kenneth Lofton Jr. 22 23,5,0.833333333,2.125,0.208333333,0.083333333,24
Orlando Robinson 22 23,3.741935484,0.806451613,4.064516129,0.387096774,0.387096774,31
Kira Lewis Jr. 22 23,4.56,0.92,1.32,0.4,0.08,25
McKinley Wright IV 22 23,4.222222222,2.148148148,1.740740741,0.296296296,0.185185185,27
Robin Lopez 22 23,3.027027027,0.513513514,1.378378378,0.054054054,0.216216216,37
Dominick Barlow 22 23,3.928571429,0.857142857,3.642857143,0.357142857,0.678571429,28
Ish Smith 22 23,2.511627907,2.325581395,1.255813953,0.186046512,0.162790698,43
Jake LaRavia 22 23,3,0.6,1.8,0.342857143,0.114285714,35
Boban Marjanovic 22 23,3.290322581,0.290322581,1.935483871,0.161290323,0.064516129,31
Gary Payton II 22 23,4.590909091,1.363636364,3.136363636,1,0.227272727,22
Kessler Edwards 22 23,2.777777778,0.638888889,1.694444444,0.388888889,0.166666667,36
Cody Zeller 22 23,6.533333333,0.666666667,4.266666667,0.2,0.266666667,15
Jamal Cain 22 23,5.444444444,0.666666667,2.888888889,0.611111111,0.055555556,18
Theo Pinson 22 23,2.375,1.15,1.575,0.15,0.025,40
Skylar Mays 22 23,15.33333333,8.333333333,3.166666667,1,0.166666667,6
Bryn Forbes 22 23,3.56,0.68,0.6,0.28,0.08,25
Davon Reed 22 23,2.069767442,0.534883721,1.372093023,0.348837209,0.093023256,43
Frank Kaminsky 22 23,2.472222222,0.888888889,1.444444444,0.166666667,0.111111111,36
Terry Taylor 22 23,2.870967742,0.322580645,1.516129032,0.096774194,0.193548387,31
Johnny Juzang 22 23,4.833333333,0.444444444,2.166666667,0.222222222,0.166666667,18
Dalen Terry 22 23,2.236842105,0.578947368,0.973684211,0.289473684,0.131578947,38
David Duke Jr. 22 23,3.695652174,0.913043478,1.260869565,0.434782609,0.043478261,23
Nikola Vučević 22 23,5.466666667,0.666666667,2.066666667,0.466666667,0.133333333,15
Kennedy Chandler 22 23,2.166666667,1.611111111,1.055555556,0.333333333,0.138888889,36
Peyton Watson 22 23,3.260869565,0.47826087,1.608695652,0.086956522,0.47826087,23
Kemba Walker 22 23,8,2.111111111,1.777777778,0.222222222,0.222222222,9
Luka Samanic 22 23,9.857142857,2.142857143,4.285714286,0.857142857,0.285714286,7
Serge Ibaka 22 23,4.125,0.25,2.75,0.125,0.4375,16
Danny Green 22 23,5.545454545,0.545454545,1.272727273,0.545454545,0.272727273,11
Jeff Dowtin Jr. 22 23,2.44,1.24,0.92,0.36,0.12,25
Moussa Diabate 22 23,2.681818182,0.181818182,2.272727273,0.318181818,0.363636364,22
Mamadi Diakite 22 23,2.590909091,0.363636364,1.363636364,0.181818182,0.409090909,22
A.J. Lawson 22 23,3.733333333,0.133333333,1.4,0.133333333,0,15
Quenton Jackson 22 23,6.222222222,1.666666667,0.888888889,0.444444444,0.111111111,9
Jonathan Isaac 22 23,5,0.545454545,4,1.272727273,0.363636364,11
Jeenathan Williams 22 23,10.6,2,3,0.6,0.4,5
Trent Forrest 22 23,2.260869565,1.652173913,1.608695652,0.304347826,0.086956522,23
James Johnson 22 23,2.833333333,0.833333333,1.666666667,0.388888889,0.333333333,18
Jay Huff 22 23,7.285714286,1.428571429,3,0.428571429,0.571428571,7
Thanasis Antetokounmpo 22 23,1.378378378,0.405405405,1.189189189,0.081081081,0.081081081,37
Garrett Temple 22 23,2,0.52,0.68,0.36,0.08,25
Lindell Wigginton 22 23,7.142857143,2,1,0,0.285714286,7
Daniel Theis 22 23,7,1.285714286,3.142857143,0.285714286,0.857142857,7
Matthew Dellavedova 22 23,1.46875,1.28125,0.40625,0.21875,0,32
Josh Minott 22 23,3.066666667,0.333333333,1.666666667,0.266666667,0.4,15
KZ Okpala 22 23,1.314285714,0.371428571,0.971428571,0.2,0.2,35
Jared Rhoden 22 23,3.214285714,0.285714286,2.642857143,0.285714286,0.071428571,14
John Butler Jr. 22 23,2.368421053,0.578947368,0.894736842,0.368421053,0.473684211,19
Dru Smith 22 23,2.933333333,1.466666667,1.6,0.666666667,0.266666667,15
Jarrett Culver 22 23,4.4,0.6,3.8,0.6,0.2,10
Otto Porter Jr. 22 23,5.5,1,2.375,1.375,0,8
Shaquille Harrison 22 23,8.8,6,4.4,2.2,0.4,5
Alex Len 22 23,1.653846154,0.461538462,2.307692308,0.153846154,0.423076923,26
Khem Birch 22 23,2.15,0.35,1.25,0.25,0.25,20
Meyers Leonard 22 23,4.777777778,0.111111111,3.777777778,0.222222222,0,9
Jaden Springer 22 23,2.625,0.5,0.875,0.4375,0.1875,16
Wendell Moore Jr. 22 23,1.448275862,0.620689655,0.620689655,0.275862069,0.172413793,29
Jason Preston 22 23,2.928571429,1.928571429,1.571428571,0.142857143,0,14
Omer Yurtseven 22 23,4.444444444,0.222222222,2.555555556,0.222222222,0.222222222,9
Xavier Cooks 22 23,3.8,0.6,3.8,0.6,0.4,10
Jared Butler 22 23,6.166666667,1.333333333,0.666666667,0.833333333,0,6
Olivier Sarr 22 23,4,0.444444444,3.444444444,0.111111111,0.555555556,9
Vit Krejci 22 23,1.24137931,0.586206897,0.896551724,0.172413793,0.034482759,29
Cody Martin 22 23,5,1.571428571,3.428571429,0.571428571,0.142857143,7
Nerlens Noel 22 23,2.058823529,0.588235294,2.705882353,0.941176471,0.588235294,17
Isaiah Mobley 22 23,2.583333333,0.25,1.666666667,0.333333333,0.25,12
Vince Williams Jr. 22 23,2,0.266666667,1,0.4,0.133333333,15
Greg Brown III 22 23,1.75,0.1875,1.1875,0.25,0.3125,16
Jordan Hall 22 23,3.111111111,1.222222222,1.333333333,0.111111111,0,9
Joshua Primo 22 23,7,4.5,3.25,0.25,0.5,4
Udonis Haslem 22 23,3.857142857,0,1.571428571,0.142857143,0.285714286,7
Ryan Arcidiacono 22 23,1.3,1.15,0.75,0.25,0,20
Mac McClung 22 23,12.5,4.5,5,0,0,2
Noah Vonleh 22 23,1.086956522,0.304347826,2.086956522,0.086956522,0.347826087,23
Sam Merrill 22 23,5,1,1.8,0.8,0,5
Gabe York 22 23,8,1.666666667,2,0.666666667,0,3
Keon Ellis 22 23,1.5,0.375,0.5,0.3125,0.0625,16
Micah Potter 22 23,3.428571429,0.571428571,2.285714286,0.142857143,0,7
Ryan Rollins 22 23,1.916666667,0.5,1,0.083333333,0.083333333,12
Jarrell Brantley 22 23,5.5,0.75,1.5,0,0.5,4
PJ Dozier 22 23,1.375,0.625,0.875,0.375,0.0625,16
Jack White 22 23,1.235294118,0.235294118,1,0.176470588,0.117647059,17
Trevelin Queen 22 23,3,0.857142857,2.428571429,0.285714286,0.714285714,7
Tyrese Martin 22 23,1.3125,0.125,0.75,0.0625,0,16
Carlik Jones 22 23,2.857142857,0.857142857,0.714285714,0.285714286,0,7
Justin Jackson 22 23,0.869565217,0.391304348,0.739130435,0.173913043,0.173913043,23
Louis King 22 23,20,2,4,1,0,1
Ron Harper Jr. 22 23,2.222222222,0.444444444,0.777777778,0,0.111111111,9
JD Davison 22 23,1.583333333,0.916666667,0.75,0.166666667,0.166666667,12
Tony Bradley 22 23,1.583333333,0.083333333,0.916666667,0.083333333,0.083333333,12
Andre Iguodala 22 23,2.125,2.375,2.125,0.5,0.375,8
Justin Minaya 22 23,4.25,1,3.75,0.5,1.25,4
Michael Carter-Williams 22 23,4.25,1.75,1.25,0.25,0.25,4
Xavier Sneed 22 23,4.25,1.25,1.25,0,0.25,4
Buddy Boeheim 22 23,1.6,0.4,0.6,0.2,0,10
RaiQuan Gray 22 23,16,7,9,0,1,1
Darius Days 22 23,3.75,0.25,1.5,0,0.25,4
Jamaree Bouyea 22 23,3,0.8,1.2,0.8,0.4,5
Scotty Pippen Jr. 22 23,2.333333333,0.333333333,0.666666667,0.333333333,0.166666667,6
Jay Scrubb 22 23,6.5,0.5,3,1,0,2
Neemias Queta 22 23,2.4,0.2,2.2,0,0.4,5
Justin Champagnie 22 23,2.2,0.8,1.6,0.2,0,5
Facundo Campazzo 22 23,1.25,1.125,0.25,0.75,0,8
Lester Quinones 22 23,2.5,0.5,0.75,0.25,0,4
Cole Swider 22 23,1.285714286,0.571428571,1,0,0,7
Isaiah Todd 22 23,1.5,0.666666667,2,0.166666667,0,6
Joe Wieskamp 22 23,1,0.333333333,0.444444444,0,0,9
Kendall Brown 22 23,1.5,0.5,1,0.666666667,0,6
Trevor Hudgins 22 23,1.8,0.6,0,0,0,5
Tyler Dorsey 22 23,3,0,0.666666667,0,0,3
Alize Johnson 22 23,1.75,0.25,2.5,0.25,0,4
Chance Comanche 22 23,7,0,3,0,1,1
Xavier Moon 22 23,1.75,1.25,0.75,0,0,4
Leandro Bolmaro 22 23,0.428571429,0.5,0.5,0.214285714,0.071428571,14
Marko Simonovic 22 23,0.857142857,0,0.285714286,0,0,7
Mfiondu Kabengele 22 23,1.5,0,2.5,0.5,0,4
Vernon Carey Jr. 22 23,0.545454545,0.272727273,1,0.181818182,0.181818182,11
Dylan Windler 22 23,1.666666667,0.333333333,0,0.333333333,0,3
Kobi Simmons 22 23,1,1,0.8,0,0.4,5
Malcolm Hill 22 23,1,0,0.6,0,0,5
Braxton Key 22 23,1.333333333,0,0.333333333,0,0,3
Dereon Seabron 22 23,0.8,0,0.2,0,0,5
Donovan Williams 22 23,2,0,1,0,0,2
Devon Dotson 22 23,0.5,1.333333333,1.666666667,0.833333333,0,6
Jacob Gilyard 22 23,3,7,4,3,0,1
Jordan Schakel 22 23,1.5,0.5,0,0.5,0,2
Trevor Keels 22 23,1,0,0.666666667,0,0,3
Chima Moneke 22 23,1,0.5,1,0,0,2
Chris Silva 22 23,2,0,0,0,0,1
Stanley Umude 22 23,2,0,0,1,1,1
Alondes Williams 22 23,0,0,1,0,0,1
Deonte Burton 22 23,0,0,0,0,0,2
Frank Jackson 22 23,0,1,2,0,0,1
Michael Foster Jr. 22 23,0,0,0,0,0,1
Sterling Brown 22 23,0,0.5,2,0.75,0,4
Precious Achiuwa 23 24,7.4,1.7,5.3,0.6,0.5,26
Precious Achiuwa 23 24,7.7,1.8,5.4,0.6,0.5,25
Precious Achiuwa 23 24,0,0,3,0,0,1
Bam Adebayo 23 24,22,4,10.4,1.1,1,23
Ochai Agbaji 23 24,6.6,1,2.5,0.6,0.5,34
Santi Aldama 23 24,11,1.8,5.4,0.6,0.7,25
Nickeil Alexander-Walker 23 24,6.6,2.4,1.8,0.9,0.6,32
Grayson Allen 23 24,13.1,2.8,4.3,1,0.6,28
Jarrett Allen 23 24,14.4,2.8,9.3,0.8,0.9,28
Jose Alvarado 23 24,6.7,1.8,2.4,1.1,0.4,19
Kyle Anderson 23 24,6.7,4,3.6,0.8,0.8,32
Giannis Antetokounmpo 23 24,30.9,5.7,11.3,1.3,1.2,32
Thanasis Antetokounmpo 23 24,0.6,0.5,0.5,0.2,0.1,13
Cole Anthony 23 24,14.3,3.5,4.4,0.8,0.4,32
OG Anunoby 23 24,15.2,2.6,4,1.1,0.5,28
OG Anunoby 23 24,15.1,2.6,3.9,1,0.5,27
OG Anunoby 23 24,17,1,6,2,0,1
Ryan Arcidiacono 23 24,0,0.3,0.5,0.1,0,11
Deni Avdija 23 24,11.6,3.8,5.9,0.9,0.3,32
Deandre Ayton 23 24,13.1,1.6,10.8,1.2,0.7,24
Udoka Azubuike 23 24,3.5,0.3,2.9,0,0.8,8
Ibou Badji 23 24,3.3,0.5,4,0,1.5,4
Marvin Bagley III 23 24,10.2,1,4.6,0.2,0.6,25
Amari Bailey 23 24,2.5,0,1,0,0,2
Patrick Baldwin Jr. 23 24,1.9,0.3,1.2,0,0.1,9
LaMelo Ball 23 24,24.7,8.2,5.5,1.4,0.3,15
Mo Bamba 23 24,4.1,0.5,2.9,0.2,0.6,19
Paolo Banchero 23 24,21.7,4.7,7,1,0.6,32
Desmond Bane 23 24,24.6,5.2,4.6,1.1,0.6,31
Dalano Banton 23 24,2.8,0.5,1.9,0.1,0.1,15
Dominick Barlow 23 24,2,0.1,1.5,0.4,0,10
Harrison Barnes 23 24,11.4,1.3,3.1,0.7,0.2,31
Scottie Barnes 23 24,21,5.8,9.3,1.5,1.4,33
RJ Barrett 23 24,18.3,2.4,4.4,0.4,0.3,27
RJ Barrett 23 24,18.2,2.4,4.3,0.5,0.3,26
RJ Barrett 23 24,19,1,9,0,0,1
Charles Bassey 23 24,3.3,1.1,4,0.4,0.9,19
Emoni Bates 23 24,1.8,0.6,1,0.1,0.2,10
Keita Bates-Diop 23 24,5.1,0.9,3.1,0.6,0.7,23
Nicolas Batum 23 24,5.8,2.1,3.6,0.6,0.6,21
Nicolas Batum 23 24,2.7,1.7,2.3,1,1.3,3
Nicolas Batum 23 24,6.3,2.2,3.8,0.5,0.5,18
Bradley Beal 23 24,15.6,3.2,3.1,0.7,0.6,9
Malik Beasley 23 24,11.8,1.4,4.3,0.8,0.1,31
MarJon Beauchamp 23 24,4.9,0.7,2.4,0.3,0.1,28
Jules Bernard 23 24,1,0.5,0.5,0,0,2
Dāvis Bertāns 23 24,3.7,0.7,0.9,0.2,0.2,11
Patrick Beverley 23 24,5,2.3,2.8,0.5,0.3,31
Saddiq Bey 23 24,12.9,1.3,6.6,1.1,0.2,32
Goga Bitadze 23 24,7.2,1.7,6,0.7,1.7,29
Onuralp Bitim 23 24,0,0,0,0,0,1
Bismack Biyombo 23 24,5.5,1.7,6.3,0.3,1.1,26
Anthony Black 23 24,5.5,1.8,2.8,0.6,0.4,30
Leaky Black 23 24,1.6,0.6,1,0.3,0.4,7
Bogdan Bogdanović 23 24,17.5,2.7,3.3,1.2,0.3,30
Bojan Bogdanović 23 24,19.2,2.7,3.6,0.8,0.1,14
Bol Bol 23 24,1.9,0.1,1.4,0,0.3,9
Marques Bolden 23 24,0,0,1,0,0,2
Devin Booker 23 24,26.4,7.9,5.3,0.8,0.4,24
Brandon Boston Jr. 23 24,5.8,0.6,1.2,0.2,0,5
Chris Boucher 23 24,6.1,0.3,3.6,0.3,0.5,30
James Bouknight 23 24,4.4,0.6,1.2,0,0,5
Jamaree Bouyea 23 24,1.7,1.3,1.7,0,0,6
Malaki Branham 23 24,9.2,2.5,2.2,0.4,0.1,32
Christian Braun 23 24,8.3,1.8,3.7,0.4,0.4,35
Mikal Bridges 23 24,21.1,3.8,5.3,0.9,0.4,33
Miles Bridges 23 24,19.7,3,7.2,1.3,0.5,20
Oshae Brissett 23 24,3.1,0.5,2.7,0.4,0,17
Malcolm Brogdon 23 24,16.2,5.7,3.6,0.8,0.2,25
Armoni Brooks 23 24,4.6,0.6,2,0.1,0.1,8
Dillon Brooks 23 24,13.6,1.7,3.5,0.9,0,28
Bruce Brown 23 24,11.6,2.9,4.6,1.1,0.3,27
Charlie Brown Jr. 23 24,1,0,0,0,0,3
Greg Brown III 23 24,1.6,0.6,1.4,0,0.2,5
Jaylen Brown 23 24,23,3.7,5.1,1.1,0.6,30
Kobe Brown 23 24,2.5,0.6,1.6,0.2,0.1,22
Moses Brown 23 24,2,0.2,5.1,0.2,0.3,9
Troy Brown Jr. 23 24,4.8,0.9,2.3,0.3,0.1,28
Jalen Brunson 23 24,25.6,6.2,4,1.1,0.2,33
Thomas Bryant 23 24,5.1,0.6,3.6,0.3,0.3,19
Kobe Bufkin 23 24,0.5,0,1,0,0,2
Reggie Bullock 23 24,2.2,0.5,1.2,0.1,0.1,13
Alec Burks 23 24,10,1.3,2.1,0.5,0.2,26
Jared Butler 23 24,4.5,1.9,0.7,0.6,0.1,14
Jimmy Butler 23 24,21,4.5,5,1,0.4,24
Jamal Cain 23 24,6.1,0.3,2.3,0.8,0.3,12
Kentavious Caldwell-Pope 23 24,10,2.7,2.1,1.4,0.5,33
Toumani Camara 23 24,7,1,4.8,1,0.5,31
Clint Capela 23 24,12,1.2,10.7,0.6,1.6,31
Jevon Carter 23 24,5.2,1.2,0.7,0.5,0.3,34
Wendell Carter Jr. 23 24,8.2,1.8,6.7,0.3,0.5,11
Alex Caruso 23 24,10,2.5,3.5,1.2,0.8,28
Colin Castleton 23 24,3,0.8,1.8,0,0,4
Malcolm Cazalon 23 24,0,0,0,0,0,1
Julian Champagnie 23 24,5.6,0.8,1.8,0.5,0.6,25
Max Christie 23 24,4.7,1,2.8,0.5,0.3,24
Sidy Cissoko 23 24,1.2,0,1.2,0.6,0,5
Jordan Clarkson 23 24,17,5.3,3.6,0.8,0.1,24
Nic Claxton 23 24,11.7,1.8,9.9,0.4,2.5,23
Noah Clowney 23 24,7,1,2.5,0,0,2
Amir Coffey 23 24,4,0.8,1.6,0.2,0,20
John Collins 23 24,13.6,0.7,7.9,0.6,0.9,30
Zach Collins 23 24,12.9,3.3,6,0.6,0.8,31
Mike Conley 23 24,11.5,6.2,2.8,1,0.2,32
Pat Connaughton 23 24,5.4,2,3.7,0.5,0.2,27
Bilal Coulibaly 23 24,8.5,1.8,4.1,0.9,0.6,31
Robert Covington 23 24,4.4,0.8,3.3,1.3,0.6,29
Robert Covington 23 24,3,2.3,2.7,2,0.7,3
Robert Covington 23 24,4.5,0.7,3.4,1.3,0.6,26
Torrey Craig 23 24,6.1,1,4.8,0.6,0.4,27
Jae Crowder 23 24,8.1,1.7,3.9,0.8,0.3,9
Cade Cunningham 23 24,23,7.3,4,1,0.3,33
Seth Curry 23 24,5,0.9,1.6,0.6,0.1,25
Stephen Curry 23 24,27.3,4.5,4.4,0.7,0.4,30
Dyson Daniels 23 24,5.9,2.6,3.9,1.3,0.3,33
Anthony Davis 23 24,25,3.3,12.3,1.2,2.6,32
Johnny Davis 23 24,2.9,0.3,1.3,0.5,0.1,15
JD Davison 23 24,0,0,1,0,0,1
Dexter Dennis 23 24,5.5,1,2.3,0,0.3,4
DeMar DeRozan 23 24,22.4,5.4,3.8,1.1,0.8,32
Moussa Diabaté 23 24,2.7,0.4,2,0.4,0,10
Gradey Dick 23 24,3.5,0.8,1.2,0.3,0,19
Ousmane Dieng 23 24,4.3,0.9,1.6,0.1,0,18
Spencer Dinwiddie 23 24,14.3,6.5,4.1,0.9,0.2,31
Donte DiVincenzo 23 24,10.6,1.8,2.9,1.1,0.3,33
Luka Doncic 23 24,33.4,9.4,8.3,1.4,0.6,31
Luguentz Dort 23 24,11.1,1.3,3.9,0.9,0.8,30
Ayo Dosunmu 23 24,7.8,1.9,2.4,0.8,0.3,32
Andre Drummond 23 24,7,0.6,8.1,1.2,0.5,34
Chris Duarte 23 24,3.8,0.8,1.9,0.6,0.1,28
Kris Dunn 23 24,5.3,3.8,2.7,0.6,0.2,26
Kevin Durant 23 24,29.9,6,6.3,0.9,1.1,28
Jalen Duren 23 24,12.9,2.4,11.8,0.5,1.1,18
Tari Eason 23 24,9.8,1.2,7,1.4,0.9,22
Anthony Edwards 23 24,26.3,5.1,5.3,1.3,0.7,29
Kessler Edwards 23 24,1.4,0.2,0.7,0.1,0.1,25
Keon Ellis 23 24,3.9,1.4,1.4,0.6,0.5,23
Joel Embiid 23 24,35,6,11.7,1.2,2,25
Drew Eubanks 23 24,6,1.1,4.3,0.3,1,29
Dante Exum 23 24,9.3,2.9,2.9,0.6,0.2,30
Bruno Fernando 23 24,2.5,0.4,1.9,0.1,0.1,8
Dorian Finney-Smith 23 24,10.2,1.2,5.1,0.7,0.5,30
Malachi Flynn 23 24,5.1,2.4,2.1,0.6,0.2,31
Simone Fontecchio 23 24,9.1,1.1,3,0.6,0.4,32
Jordan Ford 23 24,2,0.3,0.3,0,0,6
Trent Forrest 23 24,1.3,1.5,1,0.3,0,8
Evan Fournier 23 24,6,1.5,1.5,2,0,2
De'Aaron Fox 23 24,30,6.1,4.6,1.6,0.4,25
Alex Fudge 23 24,1,0,0.5,0,0,4
Markelle Fultz 23 24,11.4,4,3.4,1.2,0.4,5
Daniel Gafford 23 24,10.8,1.6,7.7,0.9,2.2,29
Danilo Gallinari 23 24,7,1.2,2.9,0.2,0.1,26
Darius Garland 23 24,20.7,5.9,2.8,1.6,0.2,20
Usman Garuba 23 24,0,0.5,0,0.5,0,2
Luka Garza 23 24,2.2,0.3,1.2,0,0,6
Kaiser Gates 23 24,0,0,1,0,0,1
Keyonte George 23 24,11.1,4.8,3,0.5,0.1,28
Paul George 23 24,22.9,4,5.5,1.6,0.3,30
Taj Gibson 23 24,1.4,0.5,1.8,0.1,0.6,10
Josh Giddey 23 24,11.8,4.4,6,0.8,0.4,30
Harry Giles 23 24,3.9,0.1,1.6,0.1,0.2,9
Shai Gilgeous-Alexander 23 24,31.2,6.3,5.7,2.6,0.8,30
Anthony Gill 23 24,2.5,0.5,1.5,0.2,0.3,20
Collin Gillespie 23 24,1.8,0.7,0.4,0.5,0,11
Jacob Gilyard 23 24,3.8,3,1,0.6,0.1,20
Rudy Gobert 23 24,12.8,1.2,12.1,0.7,2.1,32
Jordan Goodwin 23 24,5.7,2.4,3.7,0.6,0.3,31
Aaron Gordon 23 24,13.4,3.3,6.7,1,0.6,29
Eric Gordon 23 24,13.5,2.5,2,1,0.6,29
Devonte' Graham 23 24,3.4,2.4,1.4,0.3,0.1,7
Jerami Grant 23 24,22.1,2.6,3.9,0.7,0.8,28
A.J. Green 23 24,3,0.6,0.8,0,0,21
Danny Green 23 24,0,0.5,1,0.5,0,2
Draymond Green 23 24,9.7,5.8,5.5,0.4,0.7,15
Jalen Green 23 24,17.5,3.1,4.5,0.6,0.4,31
Jeff Green 23 24,6.4,0.7,2.1,0.2,0.5,30
Josh Green 23 24,6.6,2.5,2.6,0.9,0.1,22
AJ Griffin 23 24,2.5,0.3,1,0.1,0,12
Quentin Grimes 23 24,6.2,1.1,1.5,0.6,0,30
Mouhamed Gueye 23 24,0,0,0,0.5,0,2
Rui Hachimura 23 24,11.6,1.1,3.6,0.7,0.2,25
Tyrese Haliburton 23 24,24.7,12.7,4.2,1,0.6,29
R.J. Hampton 23 24,1.7,1.2,1,0,0,6
Tim Hardaway Jr. 23 24,17.5,1.7,3.7,0.4,0,31
